date,description,expense/income,amount
2023-02-17,Bonus,Income,40384.0
2023-08-05,Refund,Income,71636.0
2023-02-04,Bonus,Income,20098.0
2023-10-11,Cashback,Income,70625.0
2023-06-16,Uber Ride,Expense,271.0
2023-07-21,Swiggy Order,Expense,665.0
2023-10-21,Bonus,Income,58128.0
2023-03-24,Refund,Income,42534.0
2023-08-24,Amazon Purchase,Expense,2552.0
2023-09-26,Cashback,Income,62939.0
2023-05-09,Cashback,Income,63110.0
16-04-2023,Interest Received,Income,14773.0
2023-07-15,Zomato Order,Expense,3578.0
2023-08-11,Bonus,Income,38255.0
2023-11-29,Grocery Store,Expense,1345.0
2023-09-07,Bonus,Income,43150.0
2023-01-27,Fuel Payment,Expense,3606.0
2023-06-29,Monthly Salary,Income,16962.0
2023-07-01,Interest Received,Income,48528.0
2023-04-10,Interest Received,Income,53444.0
31-01-2023,,Income,45338.0
2023-11-10,Monthly Salary,Income,53783.0
2023-08-13,Monthly Salary,Income,26160.0
2023-02-04,Refund,Income,76315.0
2023-11-22,Freelance Payment,Income,67653.0
2023-07-21,Monthly Salary,Income,46144.0
2023-10-19,,Income,64837.0
18-04-2023,Amazon Purchase,Expense,2290.0
2023-04-23,Freelance Payment,Income,18662.0
2023-08-24,Medical Store,Expense,5683.0
2023-10-23,Freelance Payment,Income,43827.0
2023-09-27,Netflix Subscription,Expense,2874.0
2023-05-06,Movie Tickets,Expense,5064.0
2023-09-13,Freelance Payment,Income,49396.0
2023-02-24,Grocery Store,Expense,2310.0
2023-08-26,Bonus,Income,42602.0
2023-08-03,Movie Tickets,Expense,3475.0
2023-06-10,Cashback,Income,18692.0
2023-01-16,Interest Received,Income,72019.0
2023-07-22,Interest Received,Income,74469.0
2023-06-22,Freelance Payment,Income,31613.0
2023-01-05,Monthly Salary,Income,20788.0
2023-01-02,Refund,Income,16731.0
2023-12-08,Freelance Payment,Income,56825.0
2023-01-21,Freelance Payment,Income,20793.0
2023-02-25,Uber Ride,Expense,4217.0
12-03-2023,Monthly Salary,Income,47282.0
2023-02-19,Refund,Income,77487.0
2023-12-22,Interest Received,Income,31339.0
2023-08-03,Freelance Payment,Income,62572.0
2023-05-04,Freelance Payment,Income,37596.0
2023-03-17,Swiggy Order,Expense,1164.0
2023-12-19,Monthly Salary,Income,53611.0
2023-12-30,Interest Received,Income,49655.0
03-02-2023,Bonus,Income,55231.0
2023-08-26,Amazon Purchase,Expense,4276.0
2023-12-29,Freelance Payment,Income,52848.0
2023-01-04,Cashback,Income,34112.0
17-03-2023,Monthly Salary,Income,53850.0
2023-04-03,Interest Received,Income,36510.0
22-06-2023,Netflix Subscription,Expense,3255.0
2023-06-20,Cashback,Income,29373.0
2023-10-30,Electricity Bill,Expense,4531.0
2023-10-30,Refund,Income,69631.0
2023-07-28,Monthly Salary,Income,12348.0
2023-10-20,Amazon Purchase,Expense,5186.0
2023-04-28,Interest Received,Income,15073.0
2023-04-24,Monthly Salary,Income,15314.0
2023-05-21,Interest Received,Income,19975.0
2023-06-06,Swiggy Order,Expense,5443.0
2023-10-10,Grocery Store,Expense,5617.0
2023-04-01,Interest Received,Income,53068.0
03-09-2023,Monthly Salary,Income,42190.0
2023-12-10,Freelance Payment,Income,48314.0
2023-05-28,Refund,Income,22793.0
2023-03-04,Monthly Salary,Income,30390.0
2023-08-20,Freelance Payment,Income,24859.0
2023-09-04,Cashback,Income,26003.0
2023-04-07,Monthly Salary,Income,60840.0
2023-02-02,,Income,21327.0
2023-11-20,Refund,Income,72742.0
2023-07-26,Interest Received,Income,77163.0
2023-04-27,Cashback,Income,18768.0
2023-06-14,Movie Tickets,Expense,3372.0
2023-01-09,Interest Received,Income,56585.0
2023-06-11,Amazon Purchase,Expense,260.0
2023-10-31,Cashback,Income,25269.0
2023-11-16,Refund,Income,25696.0
31-05-2023,Fuel Payment,Expense,3686.0
2023-12-23,Refund,Income,27946.0
2023-09-29,Freelance Payment,Income,19751.0
2023-05-26,Interest Received,Income,
2023-07-05,Movie Tickets,Expense,1020.0
2023-10-23,Netflix Subscription,Expense,1696.0
2023-10-05,Electricity Bill,Expense,4707.0
2023-10-10,Cashback,Income,48955.0
2023-02-17,Monthly Salary,Income,65072.0
2023-02-24,Monthly Salary,Income,10525.0
2023-03-23,Interest Received,Income,44640.0
2023-11-29,Monthly Salary,Income,34265.0
2023-03-28,Swiggy Order,Expense,1237.0
2023-12-15,Fuel Payment,Expense,243.0
2023-01-31,Bonus,Income,41183.0
2023-07-27,Cashback,Income,27853.0
2023-12-28,Freelance Payment,Income,26337.0
2023-05-10,Monthly Salary,Income,35056.0
2023-03-09,Cashback,Income,42608.0
2023-03-10,Monthly Salary,Income,61736.0
23-12-2023,Monthly Salary,Income,24519.0
2023-07-08,Bonus,Income,26153.0
2023-11-22,Refund,Income,36417.0
2023-09-08,Refund,Income,41820.0
2023-02-01,Monthly Salary,Income,30788.0
2023-02-26,Movie Tickets,Expense,3586.0
29-09-2023,Interest Received,Income,72027.0
2023-09-02,Bonus,Income,46125.0
2023-05-01,Interest Received,Income,12247.0
2023-02-26,Cashback,Income,28965.0
2023-06-08,Monthly Salary,Income,77696.0
2023-05-10,Monthly Salary,Income,47068.0
2023-09-29,Movie Tickets,Expense,4905.0
2023-06-17,Monthly Salary,Income,12565.0
2023-04-10,Netflix Subscription,Expense,
2023-10-28,Amazon Purchase,Expense,2427.0
2023-02-19,Cashback,Income,56777.0
2023-07-02,Freelance Payment,Income,54059.0
20-12-2023,Bonus,Income,12153.0
2023-08-28,Interest Received,Income,36864.0
2023-04-24,Movie Tickets,Expense,1311.0
2023-10-28,Freelance Payment,Income,
2023-06-24,Medical Store,Expense,965.0
2023-01-23,Freelance Payment,Income,41615.0
2023-04-21,Refund,Income,74166.0
23-05-2023,Movie Tickets,Expense,4915.0
2023-01-14,Medical Store,Expense,1545.0
2023-04-30,Electricity Bill,Expense,1485.0
24-08-2023,Fuel Payment,Expense,2616.0
2023-07-07,Monthly Salary,Income,36760.0
2023-03-23,Amazon Purchase,Expense,718.0
25-02-2023,Cashback,Income,65096.0
2023-12-25,Interest Received,Income,40049.0
2023-10-30,Cashback,Income,79581.0
2023-09-30,Medical Store,Expense,5068.0
2023-05-23,Bonus,Income,68336.0
2023-07-12,Monthly Salary,Income,48736.0
2023-01-28,Cashback,Income,26617.0
2023-11-29,Zomato Order,Expense,3432.0
2023-03-06,Movie Tickets,Expense,2098.0
2023-10-03,Cashback,Income,41653.0
02-04-2023,Freelance Payment,Income,27849.0
2023-12-24,Bonus,Income,38902.0
2023-06-14,Monthly Salary,Income,20506.0
2023-01-06,Netflix Subscription,Expense,
2023-11-23,Swiggy Order,Expense,1551.0
2023-01-30,Monthly Salary,Income,58698.0
2023-07-14,Uber Ride,Expense,2762.0
23-03-2023,Electricity Bill,Expense,2336.0
2023-09-09,Grocery Store,Expense,2552.0
2023-06-10,Electricity Bill,Expense,547.0
2023-01-02,Monthly Salary,Income,16403.0
2023-05-21,Netflix Subscription,Expense,4426.0
2023-09-19,Bonus,Income,45312.0
2023-10-23,Freelance Payment,Income,32313.0
2023-04-17,Refund,Income,63311.0
2023-11-16,Interest Received,Income,12227.0
2023-02-01,Movie Tickets,Expense,728.0
2023-03-05,Interest Received,Income,79281.0
2023-11-26,Electricity Bill,Expense,2318.0
2023-04-07,Fuel Payment,Expense,3297.0
2023-12-23,Bonus,Income,28546.0
2023-12-08,Movie Tickets,Expense,5684.0
2023-07-08,Bonus,Income,27106.0
2023-02-12,Zomato Order,Expense,2263.0
2023-07-11,Refund,Income,56488.0
2023-07-08,Amazon Purchase,Expense,5735.0
2023-07-13,Swiggy Order,Expense,4048.0
2023-09-16,Movie Tickets,Expense,4544.0
2023-09-23,Monthly Salary,Income,75663.0
2023-02-01,Uber Ride,Expense,5911.0
2023-05-03,Refund,Income,48191.0
2023-05-12,Freelance Payment,Income,78971.0
16-02-2023,Fuel Payment,Expense,1037.0
06-10-2023,Refund,Income,26223.0
2023-09-10,Zomato Order,Expense,1821.0
2023-01-18,Bonus,Income,63300.0
2023-06-17,Grocery Store,Expense,4268.0
05-01-2023,Interest Received,Income,78743.0
2023-08-01,Monthly Salary,Income,53855.0
2023-06-20,Monthly Salary,Income,59452.0
2023-03-03,Electricity Bill,Expense,5083.0
2023-07-08,Grocery Store,Expense,3409.0
2023-03-05,Monthly Salary,Income,19294.0
2023-04-29,Monthly Salary,Income,39601.0
2023-04-10,Cashback,Income,63382.0
2023-02-07,Grocery Store,Expense,1411.0
2023-12-23,Monthly Salary,Income,14781.0
2023-07-07,Movie Tickets,Expense,551.0
2023-08-11,Medical Store,Expense,3711.0
2023-08-07,Zomato Order,Expense,1255.0
2023-09-24,Bonus,Income,17259.0
2023-07-17,Cashback,Income,13574.0
2023-04-22,Refund,Income,33004.0
2023-08-12,Interest Received,Income,34039.0
2023-11-15,Interest Received,Income,28690.0
2023-05-04,Refund,Income,25181.0
2023-06-02,Interest Received,Income,54906.0
2023-04-19,Movie Tickets,Expense,577.0
2023-08-20,Monthly Salary,Income,58570.0
2023-05-29,Cashback,Income,18498.0
2023-10-26,,Income,43455.0
2023-11-16,Cashback,Income,65146.0
2023-02-15,Freelance Payment,Income,69795.0
2023-03-17,Freelance Payment,Income,42532.0
2023-10-19,,Income,50579.0
2023-04-05,Uber Ride,Expense,1087.0
2023-07-26,Uber Ride,Expense,3721.0
2023-08-31,Grocery Store,Expense,4770.0
2023-11-25,Interest Received,Income,14000.0
2023-06-16,Fuel Payment,Expense,2005.0
2023-03-12,Bonus,Income,78184.0
2023-01-02,,Income,47316.0
2023-10-17,Zomato Order,Expense,5894.0
2023-10-06,Bonus,Income,57018.0
2023-06-26,Cashback,Income,59584.0
2023-02-20,Monthly Salary,Income,65830.0
2023-10-20,Fuel Payment,Expense,2769.0
2023-10-05,Fuel Payment,Expense,3465.0
2023-01-16,Cashback,Income,15316.0
2023-09-21,Monthly Salary,Income,
2023-07-18,Monthly Salary,Income,25307.0
2023-01-25,Cashback,Income,13340.0
2023-11-19,Refund,Income,48408.0
2023-11-19,Medical Store,Expense,1651.0
2023-07-08,Amazon Purchase,Expense,612.0
2023-11-03,,Income,68024.0
2023-07-30,Interest Received,Income,62850.0
2023-11-17,Cashback,Income,74499.0
2023-02-04,Uber Ride,Expense,5129.0
2023-02-04,Cashback,Income,44445.0
2023-07-03,Monthly Salary,Income,51182.0
26-08-2023,Interest Received,Income,20374.0
2023-11-05,Uber Ride,Expense,843.0
2023-12-09,Interest Received,Income,77278.0
2023-04-22,Freelance Payment,Income,34954.0
2023-03-28,Electricity Bill,Expense,602.0
2023-02-18,Interest Received,Income,15636.0
2023-02-22,Interest Received,Income,42784.0
2023-12-08,Interest Received,Income,75491.0
2023-10-29,Uber Ride,Expense,4226.0
2023-03-29,Freelance Payment,Income,65032.0
2023-04-30,Refund,Income,67400.0
2023-09-21,Movie Tickets,Expense,1141.0
2023-08-19,Swiggy Order,Expense,4889.0
2023-07-26,Cashback,Income,66189.0
2023-05-01,Swiggy Order,Expense,4267.0
2023-07-12,Monthly Salary,Income,10295.0
2023-06-17,Bonus,Income,55783.0
2023-10-04,Refund,Income,53915.0
2023-09-25,Amazon Purchase,Expense,796.0
2023-07-23,Grocery Store,Expense,4851.0
2023-05-18,Movie Tickets,Expense,5785.0
2023-03-06,Cashback,Income,30753.0
2023-12-06,Monthly Salary,Income,40120.0
2023-05-30,Refund,Income,76500.0
28-11-2023,Refund,Income,18653.0
2023-12-22,Cashback,Income,14692.0
2023-08-18,Bonus,Income,62645.0
2023-05-21,Refund,Income,69245.0
2023-09-11,Refund,Income,70477.0
2023-09-16,Cashback,Income,67208.0
2023-04-11,Uber Ride,Expense,4925.0
2023-01-01,Movie Tickets,Expense,4495.0
2023-01-16,Bonus,Income,45301.0
2023-06-19,Amazon Purchase,Expense,5275.0
2023-06-25,Monthly Salary,Income,33056.0
2023-04-11,Cashback,Income,61651.0
2023-03-10,Uber Ride,Expense,5393.0
2023-04-10,Amazon Purchase,Expense,2020.0
14-05-2023,Zomato Order,Expense,1546.0
2023-04-02,Movie Tickets,Expense,4159.0
2023-12-22,Cashback,Income,39052.0
2023-02-24,Freelance Payment,Income,76123.0
2023-07-17,Refund,Income,44452.0
2023-12-15,,Income,73932.0
2023-12-12,,Income,25725.0
2023-09-05,Zomato Order,Expense,5107.0
20-01-2023,Freelance Payment,Income,45275.0
2023-02-25,Monthly Salary,Income,69464.0
2023-08-03,Refund,Income,38110.0
12-06-2023,Fuel Payment,Expense,3864.0
2023-02-25,Uber Ride,Expense,5470.0
2023-11-12,Netflix Subscription,Expense,3336.0
2023-11-06,Movie Tickets,Expense,692.0
2023-09-21,Freelance Payment,Income,40803.0
2023-10-13,Uber Ride,Expense,2910.0
2023-09-17,Swiggy Order,Expense,4980.0
2023-03-12,Electricity Bill,Expense,1572.0
2023-10-05,Refund,Income,46649.0
2023-12-31,Netflix Subscription,Expense,2799.0
2023-02-12,Freelance Payment,Income,25552.0
21-01-2023,Bonus,Income,10820.0
2023-02-07,Fuel Payment,Expense,2101.0
2023-02-05,Monthly Salary,Income,51599.0
2023-10-12,Cashback,Income,65795.0
2023-11-12,Electricity Bill,Expense,4499.0
2023-08-05,Interest Received,Income,39109.0
2023-01-04,Freelance Payment,Income,29622.0
2023-04-18,Uber Ride,Expense,2558.0
2023-03-10,Bonus,Income,23875.0
2023-11-17,Bonus,Income,10928.0
2023-05-06,Monthly Salary,Income,78103.0
2023-09-30,Cashback,Income,13175.0
2023-04-03,Monthly Salary,Income,33192.0
2023-09-05,Refund,Income,44816.0
2023-09-19,Monthly Salary,Income,21827.0
2023-05-04,Amazon Purchase,Expense,4736.0
2023-11-27,Bonus,Income,25850.0
2023-10-17,Bonus,Income,38478.0
2023-03-21,Swiggy Order,Expense,1613.0
2023-02-21,Refund,Income,32438.0
2023-05-01,Grocery Store,Expense,2683.0
2023-10-23,Freelance Payment,Income,42049.0
2023-09-08,Freelance Payment,Income,26011.0
2023-05-29,Interest Received,Income,61522.0
2023-11-09,Freelance Payment,Income,75289.0
2023-01-02,Cashback,Income,67513.0
2023-09-27,Monthly Salary,Income,71408.0
2023-09-23,Netflix Subscription,Expense,4773.0
2023-07-23,Monthly Salary,Income,57750.0
2023-05-16,Fuel Payment,Expense,564.0
2023-09-15,Refund,Income,77977.0
2023-12-08,Bonus,Income,58784.0
14-04-2023,Interest Received,Income,15300.0
2023-10-21,Amazon Purchase,Expense,4891.0
2023-01-12,Bonus,Income,22264.0
06-12-2023,Refund,Income,55645.0
09-04-2023,Refund,Income,77027.0
2023-02-12,Grocery Store,Expense,4051.0
2023-11-21,Monthly Salary,Income,16346.0
2023-07-29,Monthly Salary,Income,70338.0
2023-02-15,Grocery Store,Expense,5716.0
2023-08-17,Bonus,Income,14183.0
2023-04-12,Cashback,Income,42594.0
2023-07-14,Electricity Bill,Expense,3734.0
2023-09-24,Interest Received,Income,49513.0
2023-10-13,Zomato Order,Expense,386.0
2023-03-10,Freelance Payment,Income,52813.0
2023-06-29,Cashback,Income,58067.0
2023-12-08,Swiggy Order,Expense,1958.0
2023-02-19,Cashback,Income,12239.0
2023-10-09,Bonus,Income,57056.0
2023-05-13,Bonus,Income,13544.0
2023-01-28,Swiggy Order,Expense,4147.0
2023-01-31,Bonus,Income,46428.0
2023-08-07,Refund,Income,66521.0
2023-11-29,Bonus,Income,79605.0
2023-04-24,Bonus,Income,10993.0
2023-07-05,Swiggy Order,Expense,5247.0
2023-06-07,Refund,Income,65468.0
2023-03-30,Freelance Payment,Income,65727.0
2023-08-25,Bonus,Income,42912.0
04-03-2023,Monthly Salary,Income,77394.0
2023-08-19,Interest Received,Income,23156.0
06-10-2023,Uber Ride,Expense,549.0
31-10-2023,Freelance Payment,Income,29415.0
18-09-2023,Swiggy Order,Expense,1801.0
2023-02-10,Interest Received,Income,53534.0
2023-06-03,Movie Tickets,Expense,4230.0
2023-10-17,Bonus,Income,
2023-12-27,Refund,Income,65824.0
2023-06-20,,Income,10716.0
2023-08-14,Fuel Payment,Expense,1482.0
2023-06-30,Amazon Purchase,Expense,846.0
17-01-2023,Refund,Income,12487.0
2023-11-17,Monthly Salary,Income,53297.0
2023-12-08,Swiggy Order,Expense,4178.0
10-10-2023,Electricity Bill,Expense,4655.0
2023-05-08,Electricity Bill,Expense,2780.0
2023-11-08,Uber Ride,Expense,5201.0
2023-11-07,Grocery Store,Expense,3435.0
2023-12-17,Monthly Salary,Income,67542.0
2023-07-15,Refund,Income,63855.0
2023-05-08,Monthly Salary,Income,44887.0
2023-12-09,Bonus,Income,77552.0
08-01-2023,Monthly Salary,Income,68467.0
13-03-2023,Amazon Purchase,Expense,5609.0
2023-02-15,Cashback,Income,23853.0
2023-11-18,Swiggy Order,Expense,5610.0
2023-05-01,Movie Tickets,Expense,885.0
2023-08-18,Movie Tickets,Expense,4989.0
2023-09-15,Medical Store,Expense,4603.0
2023-10-07,Movie Tickets,Expense,778.0
2023-08-20,Uber Ride,Expense,1185.0
2023-09-17,Fuel Payment,Expense,3807.0
04-10-2023,Swiggy Order,Expense,2325.0
2023-04-07,Monthly Salary,Income,33570.0
2023-03-22,Monthly Salary,Income,21014.0
2023-10-14,Freelance Payment,Income,65505.0
2023-12-07,Interest Received,Income,72539.0
2023-02-15,Bonus,Income,43901.0
2023-04-01,Monthly Salary,Income,42520.0
2023-07-13,Movie Tickets,Expense,2930.0
2023-01-24,Amazon Purchase,Expense,5442.0
2023-07-16,Electricity Bill,Expense,3282.0
2023-08-20,Amazon Purchase,Expense,
2023-07-17,Bonus,Income,23396.0
2023-05-21,Fuel Payment,Expense,3531.0
2023-05-17,Cashback,Income,39098.0
2023-03-12,Cashback,Income,67135.0
06-08-2023,Cashback,Income,18932.0
2023-10-28,Zomato Order,Expense,1125.0
2023-04-15,Grocery Store,Expense,1537.0
2023-06-24,Refund,Income,10055.0
2023-07-25,Freelance Payment,Income,22372.0
2023-06-04,,Expense,2480.0
2023-04-09,Interest Received,Income,14137.0
2023-08-29,Interest Received,Income,18281.0
2023-03-06,Refund,Income,77605.0
2023-07-25,Cashback,Income,10373.0
2023-09-22,Monthly Salary,Income,64224.0
2023-11-17,Freelance Payment,Income,61710.0
2023-12-24,Refund,Income,42633.0
2023-07-15,Interest Received,Income,76417.0
2023-06-10,Netflix Subscription,Expense,2339.0
2023-01-30,Bonus,Income,33669.0
22-12-2023,Fuel Payment,Expense,3325.0
2023-04-27,Interest Received,Income,18109.0
2023-05-08,Interest Received,Income,51207.0
2023-07-10,Movie Tickets,Expense,2884.0
2023-12-02,,Income,
02-04-2023,Cashback,Income,42796.0
2023-11-11,Electricity Bill,Expense,4760.0
2023-06-09,Interest Received,Income,11881.0
2023-10-20,Medical Store,Expense,439.0
08-11-2023,Fuel Payment,Expense,4348.0
2023-07-15,Freelance Payment,Income,63010.0
2023-01-28,Amazon Purchase,Expense,2569.0
2023-01-05,Freelance Payment,Income,17038.0
2023-05-31,Uber Ride,Expense,1446.0
2023-06-09,Medical Store,Expense,4082.0
2023-02-10,Amazon Purchase,Expense,
2023-05-09,Netflix Subscription,Expense,4323.0
02-10-2023,Monthly Salary,Income,
2023-10-14,Interest Received,Income,74819.0
2023-08-16,Grocery Store,Expense,3135.0
2023-05-15,Electricity Bill,Expense,3546.0
2023-01-28,Bonus,Income,31577.0
2023-06-27,Interest Received,Income,66371.0
2023-06-29,Movie Tickets,Expense,4739.0
2023-06-08,Freelance Payment,Income,32915.0
2023-07-05,Fuel Payment,Expense,2274.0
2023-05-11,Swiggy Order,Expense,3716.0
2023-02-09,Freelance Payment,Income,35796.0
2023-11-11,Medical Store,Expense,4601.0
2023-08-19,Grocery Store,Expense,895.0
2023-11-25,Fuel Payment,Expense,5484.0
2023-12-17,Bonus,Income,59742.0
05-10-2023,Refund,Income,
2023-05-11,Amazon Purchase,Expense,541.0
2023-06-16,Cashback,Income,40086.0
2023-04-28,Cashback,Income,53387.0
21-09-2023,Refund,Income,23610.0
2023-08-06,Movie Tickets,Expense,748.0
2023-05-15,Refund,Income,44295.0
2023-02-03,Movie Tickets,Expense,5839.0
2023-05-04,Cashback,Income,52008.0
2023-10-03,Cashback,Income,43483.0
2023-09-21,Amazon Purchase,Expense,4522.0
2023-09-04,Grocery Store,Expense,2776.0
2023-05-10,Freelance Payment,Income,28026.0
2023-12-30,Refund,Income,59982.0
2023-03-25,Cashback,Income,68920.0
2023-01-16,Bonus,Income,75531.0
2023-09-22,Grocery Store,Expense,1612.0
2023-03-16,Movie Tickets,Expense,1574.0
09-01-2023,,Expense,217.0
2023-09-18,Interest Received,Income,13906.0
04-03-2023,Refund,Income,60624.0
28-05-2023,Freelance Payment,Income,22181.0
2023-05-05,Electricity Bill,Expense,5523.0
2023-08-04,Monthly Salary,Income,46223.0
2023-07-29,Uber Ride,Expense,2734.0
2023-01-09,Monthly Salary,Income,36025.0
2023-06-18,Swiggy Order,Expense,2485.0
2023-08-12,Monthly Salary,Income,16039.0
2023-11-28,Electricity Bill,Expense,306.0
25-05-2023,Refund,Income,39464.0
2023-11-13,Interest Received,Income,45240.0
2023-08-09,,Income,35512.0
2023-03-23,Interest Received,Income,63117.0
2023-10-13,,Income,66813.0
2023-12-05,Medical Store,Expense,5787.0
2023-08-08,Swiggy Order,Expense,5044.0
2023-12-21,Interest Received,Income,13063.0
2023-08-21,Bonus,Income,56990.0
2023-02-10,Bonus,Income,49678.0
2023-02-07,Cashback,Income,28245.0
2023-05-29,Monthly Salary,Income,69889.0
08-02-2023,Electricity Bill,Expense,1714.0
2023-11-08,Movie Tickets,Expense,952.0
2023-11-05,Freelance Payment,Income,28469.0
2023-07-07,Interest Received,Income,44646.0
2023-09-06,Freelance Payment,Income,58869.0
2023-03-06,Cashback,Income,28551.0
2023-02-02,Refund,Income,16524.0
2023-08-24,Freelance Payment,Income,16925.0
2023-03-25,Medical Store,Expense,4321.0
2023-02-15,Freelance Payment,Income,
2023-05-15,Movie Tickets,Expense,5843.0
2023-01-04,Interest Received,Income,58908.0
2023-02-16,Cashback,Income,17733.0
2023-02-25,,Income,70794.0
2023-07-05,Amazon Purchase,Expense,557.0
13-04-2023,Swiggy Order,Expense,1315.0
2023-01-03,Cashback,Income,11927.0
2023-10-21,Refund,Income,76083.0
2023-10-18,Freelance Payment,Income,28461.0
2023-06-26,Bonus,Income,64018.0
2023-11-16,Monthly Salary,Income,21546.0
03-10-2023,Interest Received,Income,50744.0
